Time (s),Altitude (m),Velocity (m/s),Mass (kg),Fuel (%),Air Density (kg/m^3),Drag Force (N),Drag Accel (m/s^2)
231.40,423716.80,1202.05,10000.00,0.00,0.00,0.00,0.00
231.50,423836.92,1201.19,10000.00,0.00,0.00,0.00,0.00
231.60,423956.96,1200.33,10000.00,0.00,0.00,0.00,0.00
231.70,424076.90,1199.46,10000.00,0.00,0.00,0.00,0.00
231.80,424196.76,1198.60,10000.00,0.00,0.00,0.00,0.00
231.90,424316.54,1197.74,10000.00,0.00,0.00,0.00,0.00
232.00,424436.22,1196.87,10000.00,0.00,0.00,0.00,0.00
232.10,424555.83,1196.01,10000.00,0.00,0.00,0.00,0.00
232.20,424675.34,1195.15,10000.00,0.00,0.00,0.00,0.00
232.30,424794.77,1194.28,10000.00,0.00,0.00,0.00,0.00
232.40,424914.11,1193.42,10000.00,0.00,0.00,0.00,0.00
232.50,425033.37,1192.56,10000.00,0.00,0.00,0.00,0.00
232.60,425152.54,1191.70,10000.00,0.00,0.00,0.00,0.00
232.70,425271.62,1190.83,10000.00,0.00,0.00,0.00,0.00
232.80,425390.62,1189.97,10000.00,0.00,0.00,0.00,0.00
232.90,425509.53,1189.11,10000.00,0.00,0.00,0.00,0.00
233.00,425628.35,1188.24,10000.00,0.00,0.00,0.00,0.00
233.10,425747.09,1187.38,10000.00,0.00,0.00,0.00,0.00
233.20,425865.74,1186.52,10000.00,0.00,0.00,0.00,0.00
233.30,425984.31,1185.66,10000.00,0.00,0.00,0.00,0.00
233.40,426102.79,1184.79,10000.00,0.00,0.00,0.00,0.00
233.50,426221.18,1183.93,10000.00,0.00,0.00,0.00,0.00
233.60,426339.49,1183.07,10000.00,0.00,0.00,0.00,0.00
233.70,426457.71,1182.20,10000.00,0.00,0.00,0.00,0.00
233.80,426575.84,1181.34,10000.00,0.00,0.00,0.00,0.00
233.90,426693.89,1180.48,10000.00,0.00,0.00,0.00,0.00
234.00,426811.85,1179.62,10000.00,0.00,0.00,0.00,0.00
234.10,426929.73,1178.75,10000.00,0.00,0.00,0.00,0.00
234.20,427047.52,1177.89,10000.00,0.00,0.00,0.00,0.00
234.30,427165.22,1177.03,10000.00,0.00,0.00,0.00,0.00
234.40,427282.83,1176.17,10000.00,0.00,0.00,0.00,0.00
234.50,427400.37,1175.30,10000.00,0.00,0.00,0.00,0.00
234.60,427517.81,1174.44,10000.00,0.00,0.00,0.00,0.00
234.70,427635.17,1173.58,10000.00,0.00,0.00,0.00,0.00
234.80,427752.44,1172.72,10000.00,0.00,0.00,0.00,0.00
234.90,427869.62,1171.85,10000.00,0.00,0.00,0.00,0.00
235.00,427986.72,1170.99,10000.00,0.00,0.00,0.00,0.00
235.10,428103.74,1170.13,10000.00,0.00,0.00,0.00,0.00
235.20,428220.66,1169.27,10000.00,0.00,0.00,0.00,0.00
235.30,428337.50,1168.41,10000.00,0.00,0.00,0.00,0.00
235.40,428454.26,1167.54,10000.00,0.00,0.00,0.00,0.00
235.50,428570.93,1166.68,10000.00,0.00,0.00,0.00,0.00
235.60,428687.51,1165.82,10000.00,0.00,0.00,0.00,0.00
235.70,428804.00,1164.96,10000.00,0.00,0.00,0.00,0.00
235.80,428920.41,1164.10,10000.00,0.00,0.00,0.00,0.00
235.90,429036.74,1163.23,10000.00,0.00,0.00,0.00,0.00
236.00,429152.97,1162.37,10000.00,0.00,0.00,0.00,0.00
236.10,429269.13,1161.51,10000.00,0.00,0.00,0.00,0.00
236.20,429385.19,1160.65,10000.00,0.00,0.00,0.00,0.00
236.30,429501.17,1159.79,10000.00,0.00,0.00,0.00,0.00
236.40,429617.06,1158.92,10000.00,0.00,0.00,0.00,0.00
236.50,429732.87,1158.06,10000.00,0.00,0.00,0.00,0.00
236.60,429848.59,1157.20,10000.00,0.00,0.00,0.00,0.00
236.70,429964.22,1156.34,10000.00,0.00,0.00,0.00,0.00
236.80,430079.77,1155.48,10000.00,0.00,0.00,0.00,0.00
236.90,430195.23,1154.61,10000.00,0.00,0.00,0.00,0.00
237.00,430310.61,1153.75,10000.00,0.00,0.00,0.00,0.00
237.10,430425.89,1152.89,10000.00,0.00,0.00,0.00,0.00
237.20,430541.10,1152.03,10000.00,0.00,0.00,0.00,0.00
237.30,430656.21,1151.17,10000.00,0.00,0.00,0.00,0.00
237.40,430771.25,1150.31,10000.00,0.00,0.00,0.00,0.00
237.50,430886.19,1149.45,10000.00,0.00,0.00,0.00,0.00
237.60,431001.05,1148.58,10000.00,0.00,0.00,0.00,0.00
237.70,431115.82,1147.72,10000.00,0.00,0.00,0.00,0.00
237.80,431230.51,1146.86,10000.00,0.00,0.00,0.00,0.00
237.90,431345.11,1146.00,10000.00,0.00,0.00,0.00,0.00
238.00,431459.62,1145.14,10000.00,0.00,0.00,0.00,0.00
238.10,431574.05,1144.28,10000.00,0.00,0.00,0.00,0.00
238.20,431688.39,1143.42,10000.00,0.00,0.00,0.00,0.00
238.30,431802.64,1142.55,10000.00,0.00,0.00,0.00,0.00
238.40,431916.81,1141.69,10000.00,0.00,0.00,0.00,0.00
238.50,432030.90,1140.83,10000.00,0.00,0.00,0.00,0.00
238.60,432144.89,1139.97,10000.00,0.00,0.00,0.00,0.00
238.70,432258.81,1139.11,10000.00,0.00,0.00,0.00,0.00
238.80,432372.63,1138.25,10000.00,0.00,0.00,0.00,0.00
238.90,432486.37,1137.39,10000.00,0.00,0.00,0.00,0.00
239.00,432600.02,1136.53,10000.00,0.00,0.00,0.00,0.00
239.10,432713.59,1135.66,10000.00,0.00,0.00,0.00,0.00
239.20,432827.07,1134.80,10000.00,0.00,0.00,0.00,0.00
239.30,432940.46,1133.94,10000.00,0.00,0.00,0.00,0.00
239.40,433053.77,1133.08,10000.00,0.00,0.00,0.00,0.00
239.50,433166.99,1132.22,10000.00,0.00,0.00,0.00,0.00
239.60,433280.13,1131.36,10000.00,0.00,0.00,0.00,0.00
239.70,433393.18,1130.50,10000.00,0.00,0.00,0.00,0.00
239.80,433506.14,1129.64,10000.00,0.00,0.00,0.00,0.00
239.90,433619.02,1128.78,10000.00,0.00,0.00,0.00,0.00
240.00,433731.81,1127.92,10000.00,0.00,0.00,0.00,0.00
240.10,433844.52,1127.05,10000.00,0.00,0.00,0.00,0.00
240.20,433957.14,1126.19,10000.00,0.00,0.00,0.00,0.00
240.30,434069.67,1125.33,10000.00,0.00,0.00,0.00,0.00
240.40,434182.12,1124.47,10000.00,0.00,0.00,0.00,0.00
240.50,434294.48,1123.61,10000.00,0.00,0.00,0.00,0.00
240.60,434406.75,1122.75,10000.00,0.00,0.00,0.00,0.00
240.70,434518.94,1121.89,10000.00,0.00,0.00,0.00,0.00
240.80,434631.04,1121.03,10000.00,0.00,0.00,0.00,0.00
240.90,434743.06,1120.17,10000.00,0.00,0.00,0.00,0.00
241.00,434854.99,1119.31,10000.00,0.00,0.00,0.00,0.00
241.10,434966.84,1118.45,10000.00,0.00,0.00,0.00,0.00
241.20,435078.60,1117.59,10000.00,0.00,0.00,0.00,0.00
241.30,435190.27,1116.73,10000.00,0.00,0.00,0.00,0.00
241.40,435301.86,1115.87,10000.00,0.00,0.00,0.00,0.00
241.50,435413.36,1115.01,10000.00,0.00,0.00,0.00,0.00
241.60,435524.77,1114.15,10000.00,0.00,0.00,0.00,0.00
241.70,435636.10,1113.29,10000.00,0.00,0.00,0.00,0.00
241.80,435747.34,1112.43,10000.00,0.00,0.00,0.00,0.00
241.90,435858.50,1111.57,10000.00,0.00,0.00,0.00,0.00
242.00,435969.57,1110.71,10000.00,0.00,0.00,0.00,0.00
242.10,436080.55,1109.84,10000.00,0.00,0.00,0.00,0.00
242.20,436191.45,1108.98,10000.00,0.00,0.00,0.00,0.00
242.30,436302.26,1108.12,10000.00,0.00,0.00,0.00,0.00
242.40,436412.99,1107.26,10000.00,0.00,0.00,0.00,0.00
242.50,436523.63,1106.40,10000.00,0.00,0.00,0.00,0.00
242.60,436634.19,1105.54,10000.00,0.00,0.00,0.00,0.00
242.70,436744.65,1104.68,10000.00,0.00,0.00,0.00,0.00
242.80,436855.04,1103.82,10000.00,0.00,0.00,0.00,0.00
242.90,436965.33,1102.96,10000.00,0.00,0.00,0.00,0.00
243.00,437075.54,1102.10,10000.00,0.00,0.00,0.00,0.00
243.10,437185.67,1101.24,10000.00,0.00,0.00,0.00,0.00
243.20,437295.71,1100.38,10000.00,0.00,0.00,0.00,0.00
243.30,437405.66,1099.52,10000.00,0.00,0.00,0.00,0.00
243.40,437515.52,1098.66,10000.00,0.00,0.00,0.00,0.00
243.50,437625.31,1097.80,10000.00,0.00,0.00,0.00,0.00
243.60,437735.00,1096.94,10000.00,0.00,0.00,0.00,0.00
243.70,437844.61,1096.08,10000.00,0.00,0.00,0.00,0.00
243.80,437954.13,1095.23,10000.00,0.00,0.00,0.00,0.00
243.90,438063.57,1094.37,10000.00,0.00,0.00,0.00,0.00
244.00,438172.92,1093.51,10000.00,0.00,0.00,0.00,0.00
244.10,438282.18,1092.65,10000.00,0.00,0.00,0.00,0.00
244.20,438391.36,1091.79,10000.00,0.00,0.00,0.00,0.00
244.30,438500.45,1090.93,10000.00,0.00,0.00,0.00,0.00
244.40,438609.46,1090.07,10000.00,0.00,0.00,0.00,0.00
244.50,438718.38,1089.21,10000.00,0.00,0.00,0.00,0.00
244.60,438827.22,1088.35,10000.00,0.00,0.00,0.00,0.00
244.70,438935.96,1087.49,10000.00,0.00,0.00,0.00,0.00
244.80,439044.63,1086.63,10000.00,0.00,0.00,0.00,0.00
244.90,439153.20,1085.77,10000.00,0.00,0.00,0.00,0.00
245.00,439261.70,1084.91,10000.00,0.00,0.00,0.00,0.00
245.10,439370.10,1084.05,10000.00,0.00,0.00,0.00,0.00
245.20,439478.42,1083.19,10000.00,0.00,0.00,0.00,0.00
245.30,439586.65,1082.33,10000.00,0.00,0.00,0.00,0.00
245.40,439694.80,1081.47,10000.00,0.00,0.00,0.00,0.00
245.50,439802.86,1080.61,10000.00,0.00,0.00,0.00,0.00
245.60,439910.84,1079.75,10000.00,0.00,0.00,0.00,0.00
245.70,440018.73,1078.89,10000.00,0.00,0.00,0.00,0.00
245.80,440126.53,1078.04,10000.00,0.00,0.00,0.00,0.00
245.90,440234.25,1077.18,10000.00,0.00,0.00,0.00,0.00
246.00,440341.88,1076.32,10000.00,0.00,0.00,0.00,0.00
246.10,440449.43,1075.46,10000.00,0.00,0.00,0.00,0.00
246.20,440556.89,1074.60,10000.00,0.00,0.00,0.00,0.00
246.30,440664.26,1073.74,10000.00,0.00,0.00,0.00,0.00
246.40,440771.55,1072.88,10000.00,0.00,0.00,0.00,0.00
246.50,440878.75,1072.02,10000.00,0.00,0.00,0.00,0.00
246.60,440985.87,1071.16,10000.00,0.00,0.00,0.00,0.00
246.70,441092.90,1070.30,10000.00,0.00,0.00,0.00,0.00
246.80,441199.84,1069.44,10000.00,0.00,0.00,0.00,0.00
246.90,441306.70,1068.59,10000.00,0.00,0.00,0.00,0.00
247.00,441413.47,1067.73,10000.00,0.00,0.00,0.00,0.00
247.10,441520.16,1066.87,10000.00,0.00,0.00,0.00,0.00
247.20,441626.76,1066.01,10000.00,0.00,0.00,0.00,0.00
247.30,441733.27,1065.15,10000.00,0.00,0.00,0.00,0.00
247.40,441839.70,1064.29,10000.00,0.00,0.00,0.00,0.00
247.50,441946.05,1063.43,10000.00,0.00,0.00,0.00,0.00
247.60,442052.30,1062.57,10000.00,0.00,0.00,0.00,0.00
247.70,442158.48,1061.72,10000.00,0.00,0.00,0.00,0.00
247.80,442264.56,1060.86,10000.00,0.00,0.00,0.00,0.00
247.90,442370.56,1060.00,10000.00,0.00,0.00,0.00,0.00
248.00,442476.48,1059.14,10000.00,0.00,0.00,0.00,0.00
248.10,442582.30,1058.28,10000.00,0.00,0.00,0.00,0.00
248.20,442688.05,1057.42,10000.00,0.00,0.00,0.00,0.00
248.30,442793.70,1056.56,10000.00,0.00,0.00,0.00,0.00
248.40,442899.27,1055.71,10000.00,0.00,0.00,0.00,0.00
248.50,443004.76,1054.85,10000.00,0.00,0.00,0.00,0.00
248.60,443110.16,1053.99,10000.00,0.00,0.00,0.00,0.00
248.70,443215.47,1053.13,10000.00,0.00,0.00,0.00,0.00
248.80,443320.70,1052.27,10000.00,0.00,0.00,0.00,0.00
248.90,443425.84,1051.41,10000.00,0.00,0.00,0.00,0.00
249.00,443530.89,1050.55,10000.00,0.00,0.00,0.00,0.00
249.10,443635.86,1049.70,10000.00,0.00,0.00,0.00,0.00
249.20,443740.75,1048.84,10000.00,0.00,0.00,0.00,0.00
249.30,443845.54,1047.98,10000.00,0.00,0.00,0.00,0.00
249.40,443950.26,1047.12,10000.00,0.00,0.00,0.00,0.00
249.50,444054.88,1046.26,10000.00,0.00,0.00,0.00,0.00
249.60,444159.42,1045.41,10000.00,0.00,0.00,0.00,0.00
249.70,444263.88,1044.55,10000.00,0.00,0.00,0.00,0.00
249.80,444368.25,1043.69,10000.00,0.00,0.00,0.00,0.00
249.90,444472.53,1042.83,10000.00,0.00,0.00,0.00,0.00
250.00,444576.73,1041.97,10000.00,0.00,0.00,0.00,0.00
250.10,444680.84,1041.11,10000.00,0.00,0.00,0.00,0.00
250.20,444784.87,1040.26,10000.00,0.00,0.00,0.00,0.00
250.30,444888.81,1039.40,10000.00,0.00,0.00,0.00,0.00
250.40,444992.66,1038.54,10000.00,0.00,0.00,0.00,0.00
250.50,445096.43,1037.68,10000.00,0.00,0.00,0.00,0.00
250.60,445200.11,1036.82,10000.00,0.00,0.00,0.00,0.00
250.70,445303.71,1035.97,10000.00,0.00,0.00,0.00,0.00
250.80,445407.22,1035.11,10000.00,0.00,0.00,0.00,0.00
250.90,445510.64,1034.25,10000.00,0.00,0.00,0.00,0.00
251.00,445613.98,1033.39,10000.00,0.00,0.00,0.00,0.00
251.10,445717.24,1032.54,10000.00,0.00,0.00,0.00,0.00
251.20,445820.40,1031.68,10000.00,0.00,0.00,0.00,0.00
251.30,445923.49,1030.82,10000.00,0.00,0.00,0.00,0.00
251.40,446026.48,1029.96,10000.00,0.00,0.00,0.00,0.00
251.50,446129.39,1029.10,10000.00,0.00,0.00,0.00,0.00
251.60,446232.22,1028.25,10000.00,0.00,0.00,0.00,0.00
251.70,446334.96,1027.39,10000.00,0.00,0.00,0.00,0.00
251.80,446437.61,1026.53,10000.00,0.00,0.00,0.00,0.00
251.90,446540.18,1025.67,10000.00,0.00,0.00,0.00,0.00
252.00,446642.66,1024.82,10000.00,0.00,0.00,0.00,0.00
252.10,446745.05,1023.96,10000.00,0.00,0.00,0.00,0.00
252.20,446847.36,1023.10,10000.00,0.00,0.00,0.00,0.00
252.30,446949.59,1022.24,10000.00,0.00,0.00,0.00,0.00
252.40,447051.73,1021.39,10000.00,0.00,0.00,0.00,0.00
252.50,447153.78,1020.53,10000.00,0.00,0.00,0.00,0.00
252.60,447255.75,1019.67,10000.00,0.00,0.00,0.00,0.00
252.70,447357.63,1018.81,10000.00,0.00,0.00,0.00,0.00
252.80,447459.42,1017.96,10000.00,0.00,0.00,0.00,0.00
252.90,447561.13,1017.10,10000.00,0.00,0.00,0.00,0.00
253.00,447662.76,1016.24,10000.00,0.00,0.00,0.00,0.00
253.10,447764.30,1015.38,10000.00,0.00,0.00,0.00,0.00
253.20,447865.75,1014.53,10000.00,0.00,0.00,0.00,0.00
253.30,447967.12,1013.67,10000.00,0.00,0.00,0.00,0.00
253.40,448068.40,1012.81,10000.00,0.00,0.00,0.00,0.00
253.50,448169.59,1011.96,10000.00,0.00,0.00,0.00,0.00
253.60,448270.70,1011.10,10000.00,0.00,0.00,0.00,0.00
253.70,448371.73,1010.24,10000.00,0.00,0.00,0.00,0.00
253.80,448472.67,1009.38,10000.00,0.00,0.00,0.00,0.00
253.90,448573.52,1008.53,10000.00,0.00,0.00,0.00,0.00
254.00,448674.29,1007.67,10000.00,0.00,0.00,0.00,0.00
254.10,448774.97,1006.81,10000.00,0.00,0.00,0.00,0.00
254.20,448875.56,1005.96,10000.00,0.00,0.00,0.00,0.00
254.30,448976.07,1005.10,10000.00,0.00,0.00,0.00,0.00
254.40,449076.50,1004.24,10000.00,0.00,0.00,0.00,0.00
254.50,449176.84,1003.39,10000.00,0.00,0.00,0.00,0.00
254.60,449277.09,1002.53,10000.00,0.00,0.00,0.00,0.00
254.70,449377.26,1001.67,10000.00,0.00,0.00,0.00,0.00
254.80,449477.34,1000.81,10000.00,0.00,0.00,0.00,0.00
254.90,449577.33,999.96,10000.00,0.00,0.00,0.00,0.00
255.00,449677.24,999.10,10000.00,0.00,0.00,0.00,0.00
255.10,449777.07,998.24,10000.00,0.00,0.00,0.00,0.00
255.20,449876.81,997.39,10000.00,0.00,0.00,0.00,0.00
255.30,449976.46,996.53,10000.00,0.00,0.00,0.00,0.00
255.40,450076.03,995.67,10000.00,0.00,0.00,0.00,0.00
255.50,450175.51,994.82,10000.00,0.00,0.00,0.00,0.00
255.60,450274.90,993.96,10000.00,0.00,0.00,0.00,0.00
255.70,450374.22,993.10,10000.00,0.00,0.00,0.00,0.00
255.80,450473.44,992.25,10000.00,0.00,0.00,0.00,0.00
255.90,450572.58,991.39,10000.00,0.00,0.00,0.00,0.00
256.00,450671.63,990.53,10000.00,0.00,0.00,0.00,0.00
256.10,450770.60,989.68,10000.00,0.00,0.00,0.00,0.00
256.20,450869.48,988.82,10000.00,0.00,0.00,0.00,0.00
256.30,450968.28,987.97,10000.00,0.00,0.00,0.00,0.00
256.40,451066.99,987.11,10000.00,0.00,0.00,0.00,0.00
256.50,451165.61,986.25,10000.00,0.00,0.00,0.00,0.00
256.60,451264.15,985.40,10000.00,0.00,0.00,0.00,0.00
256.70,451362.61,984.54,10000.00,0.00,0.00,0.00,0.00
256.80,451460.98,983.68,10000.00,0.00,0.00,0.00,0.00
256.90,451559.26,982.83,10000.00,0.00,0.00,0.00,0.00
257.00,451657.46,981.97,10000.00,0.00,0.00,0.00,0.00
257.10,451755.57,981.11,10000.00,0.00,0.00,0.00,0.00
257.20,451853.59,980.26,10000.00,0.00,0.00,0.00,0.00
257.30,451951.53,979.40,10000.00,0.00,0.00,0.00,0.00
257.40,452049.39,978.55,10000.00,0.00,0.00,0.00,0.00
257.50,452147.16,977.69,10000.00,0.00,0.00,0.00,0.00
257.60,452244.84,976.83,10000.00,0.00,0.00,0.00,0.00
257.70,452342.44,975.98,10000.00,0.00,0.00,0.00,0.00
257.80,452439.95,975.12,10000.00,0.00,0.00,0.00,0.00
257.90,452537.38,974.26,10000.00,0.00,0.00,0.00,0.00
258.00,452634.72,973.41,10000.00,0.00,0.00,0.00,0.00
258.10,452731.97,972.55,10000.00,0.00,0.00,0.00,0.00
258.20,452829.14,971.70,10000.00,0.00,0.00,0.00,0.00
258.30,452926.23,970.84,10000.00,0.00,0.00,0.00,0.00
258.40,453023.22,969.98,10000.00,0.00,0.00,0.00,0.00
258.50,453120.14,969.13,10000.00,0.00,0.00,0.00,0.00
258.60,453216.97,968.27,10000.00,0.00,0.00,0.00,0.00
258.70,453313.71,967.42,10000.00,0.00,0.00,0.00,0.00
258.80,453410.36,966.56,10000.00,0.00,0.00,0.00,0.00
258.90,453506.93,965.71,10000.00,0.00,0.00,0.00,0.00
259.00,453603.42,964.85,10000.00,0.00,0.00,0.00,0.00
259.10,453699.82,963.99,10000.00,0.00,0.00,0.00,0.00
259.20,453796.13,963.14,10000.00,0.00,0.00,0.00,0.00
259.30,453892.36,962.28,10000.00,0.00,0.00,0.00,0.00
259.40,453988.50,961.43,10000.00,0.00,0.00,0.00,0.00
259.50,454084.56,960.57,10000.00,0.00,0.00,0.00,0.00
259.60,454180.53,959.71,10000.00,0.00,0.00,0.00,0.00
259.70,454276.42,958.86,10000.00,0.00,0.00,0.00,0.00
259.80,454372.22,958.00,10000.00,0.00,0.00,0.00,0.00
259.90,454467.93,957.15,10000.00,0.00,0.00,0.00,0.00
260.00,454563.56,956.29,10000.00,0.00,0.00,0.00,0.00
260.10,454659.10,955.44,10000.00,0.00,0.00,0.00,0.00
260.20,454754.56,954.58,10000.00,0.00,0.00,0.00,0.00
260.30,454849.94,953.73,10000.00,0.00,0.00,0.00,0.00
260.40,454945.22,952.87,10000.00,0.00,0.00,0.00,0.00
260.50,455040.42,952.01,10000.00,0.00,0.00,0.00,0.00
260.60,455135.54,951.16,10000.00,0.00,0.00,0.00,0.00
260.70,455230.57,950.30,10000.00,0.00,0.00,0.00,0.00
260.80,455325.52,949.45,10000.00,0.00,0.00,0.00,0.00
260.90,455420.37,948.59,10000.00,0.00,0.00,0.00,0.00
261.00,455515.15,947.74,10000.00,0.00,0.00,0.00,0.00
261.10,455609.84,946.88,10000.00,0.00,0.00,0.00,0.00
261.20,455704.44,946.03,10000.00,0.00,0.00,0.00,0.00
261.30,455798.96,945.17,10000.00,0.00,0.00,0.00,0.00
261.40,455893.39,944.32,10000.00,0.00,0.00,0.00,0.00
261.50,455987.73,943.46,10000.00,0.00,0.00,0.00,0.00
261.60,456082.00,942.61,10000.00,0.00,0.00,0.00,0.00
261.70,456176.17,941.75,10000.00,0.00,0.00,0.00,0.00
261.80,456270.26,940.90,10000.00,0.00,0.00,0.00,0.00
261.90,456364.26,940.04,10000.00,0.00,0.00,0.00,0.00
262.00,456458.18,939.19,10000.00,0.00,0.00,0.00,0.00
262.10,456552.02,938.33,10000.00,0.00,0.00,0.00,0.00
262.20,456645.76,937.48,10000.00,0.00,0.00,0.00,0.00
262.30,456739.43,936.62,10000.00,0.00,0.00,0.00,0.00
262.40,456833.00,935.77,10000.00,0.00,0.00,0.00,0.00
262.50,456926.49,934.91,10000.00,0.00,0.00,0.00,0.00
262.60,457019.90,934.06,10000.00,0.00,0.00,0.00,0.00
262.70,457113.22,933.20,10000.00,0.00,0.00,0.00,0.00
262.80,457206.45,932.35,10000.00,0.00,0.00,0.00,0.00
262.90,457299.60,931.49,10000.00,0.00,0.00,0.00,0.00
263.00,457392.67,930.64,10000.00,0.00,0.00,0.00,0.00
263.10,457485.64,929.78,10000.00,0.00,0.00,0.00,0.00
263.20,457578.54,928.93,10000.00,0.00,0.00,0.00,0.00
263.30,457671.34,928.07,10000.00,0.00,0.00,0.00,0.00
263.40,457764.07,927.22,10000.00,0.00,0.00,0.00,0.00
263.50,457856.70,926.36,10000.00,0.00,0.00,0.00,0.00
263.60,457949.25,925.51,10000.00,0.00,0.00,0.00,0.00
263.70,458041.72,924.65,10000.00,0.00,0.00,0.00,0.00
263.80,458134.10,923.80,10000.00,0.00,0.00,0.00,0.00
263.90,458226.39,922.94,10000.00,0.00,0.00,0.00,0.00
264.00,458318.60,922.09,10000.00,0.00,0.00,0.00,0.00
264.10,458410.72,921.23,10000.00,0.00,0.00,0.00,0.00
264.20,458502.76,920.38,10000.00,0.00,0.00,0.00,0.00
264.30,458594.71,919.52,10000.00,0.00,0.00,0.00,0.00
264.40,458686.58,918.67,10000.00,0.00,0.00,0.00,0.00
264.50,458778.36,917.82,10000.00,0.00,0.00,0.00,0.00
264.60,458870.06,916.96,10000.00,0.00,0.00,0.00,0.00
264.70,458961.67,916.11,10000.00,0.00,0.00,0.00,0.00
264.80,459053.20,915.25,10000.00,0.00,0.00,0.00,0.00
264.90,459144.63,914.40,10000.00,0.00,0.00,0.00,0.00
265.00,459235.99,913.54,10000.00,0.00,0.00,0.00,0.00
265.10,459327.26,912.69,10000.00,0.00,0.00,0.00,0.00
265.20,459418.44,911.83,10000.00,0.00,0.00,0.00,0.00
265.30,459509.54,910.98,10000.00,0.00,0.00,0.00,0.00
265.40,459600.55,910.13,10000.00,0.00,0.00,0.00,0.00
265.50,459691.48,909.27,10000.00,0.00,0.00,0.00,0.00
265.60,459782.32,908.42,10000.00,0.00,0.00,0.00,0.00
265.70,459873.08,907.56,10000.00,0.00,0.00,0.00,0.00
265.80,459963.75,906.71,10000.00,0.00,0.00,0.00,0.00
265.90,460054.33,905.85,10000.00,0.00,0.00,0.00,0.00
266.00,460144.83,905.00,10000.00,0.00,0.00,0.00,0.00
266.10,460235.25,904.15,10000.00,0.00,0.00,0.00,0.00
266.20,460325.58,903.29,10000.00,0.00,0.00,0.00,0.00
266.30,460415.82,902.44,10000.00,0.00,0.00,0.00,0.00
266.40,460505.98,901.58,10000.00,0.00,0.00,0.00,0.00
266.50,460596.05,900.73,10000.00,0.00,0.00,0.00,0.00
266.60,460686.04,899.88,10000.00,0.00,0.00,0.00,0.00
266.70,460775.94,899.02,10000.00,0.00,0.00,0.00,0.00
266.80,460865.76,898.17,10000.00,0.00,0.00,0.00,0.00
266.90,460955.49,897.31,10000.00,0.00,0.00,0.00,0.00
267.00,461045.14,896.46,10000.00,0.00,0.00,0.00,0.00
267.10,461134.70,895.61,10000.00,0.00,0.00,0.00,0.00
267.20,461224.17,894.75,10000.00,0.00,0.00,0.00,0.00
267.30,461313.56,893.90,10000.00,0.00,0.00,0.00,0.00
267.40,461402.87,893.04,10000.00,0.00,0.00,0.00,0.00
267.50,461492.09,892.19,10000.00,0.00,0.00,0.00,0.00
267.60,461581.22,891.34,10000.00,0.00,0.00,0.00,0.00
267.70,461670.27,890.48,10000.00,0.00,0.00,0.00,0.00
267.80,461759.23,889.63,10000.00,0.00,0.00,0.00,0.00
267.90,461848.11,888.78,10000.00,0.00,0.00,0.00,0.00
268.00,461936.90,887.92,10000.00,0.00,0.00,0.00,0.00
268.10,462025.61,887.07,10000.00,0.00,0.00,0.00,0.00
268.20,462114.23,886.21,10000.00,0.00,0.00,0.00,0.00
268.30,462202.77,885.36,10000.00,0.00,0.00,0.00,0.00
268.40,462291.22,884.51,10000.00,0.00,0.00,0.00,0.00
268.50,462379.58,883.65,10000.00,0.00,0.00,0.00,0.00
268.60,462467.86,882.80,10000.00,0.00,0.00,0.00,0.00
268.70,462556.06,881.95,10000.00,0.00,0.00,0.00,0.00
268.80,462644.17,881.09,10000.00,0.00,0.00,0.00,0.00
268.90,462732.19,880.24,10000.00,0.00,0.00,0.00,0.00
269.00,462820.13,879.39,10000.00,0.00,0.00,0.00,0.00
269.10,462907.98,878.53,10000.00,0.00,0.00,0.00,0.00
269.20,462995.75,877.68,10000.00,0.00,0.00,0.00,0.00
269.30,463083.43,876.83,10000.00,0.00,0.00,0.00,0.00
269.40,463171.03,875.97,10000.00,0.00,0.00,0.00,0.00
269.50,463258.54,875.12,10000.00,0.00,0.00,0.00,0.00
269.60,463345.97,874.27,10000.00,0.00,0.00,0.00,0.00
269.70,463433.31,873.41,10000.00,0.00,0.00,0.00,0.00
269.80,463520.56,872.56,10000.00,0.00,0.00,0.00,0.00
269.90,463607.73,871.71,10000.00,0.00,0.00,0.00,0.00
270.00,463694.82,870.85,10000.00,0.00,0.00,0.00,0.00
270.10,463781.82,870.00,10000.00,0.00,0.00,0.00,0.00
270.20,463868.73,869.15,10000.00,0.00,0.00,0.00,0.00
270.30,463955.56,868.29,10000.00,0.00,0.00,0.00,0.00
270.40,464042.31,867.44,10000.00,0.00,0.00,0.00,0.00
270.50,464128.97,866.59,10000.00,0.00,0.00,0.00,0.00
270.60,464215.54,865.73,10000.00,0.00,0.00,0.00,0.00
270.70,464302.03,864.88,10000.00,0.00,0.00,0.00,0.00
270.80,464388.43,864.03,10000.00,0.00,0.00,0.00,0.00
270.90,464474.75,863.17,10000.00,0.00,0.00,0.00,0.00
271.00,464560.98,862.32,10000.00,0.00,0.00,0.00,0.00
271.10,464647.13,861.47,10000.00,0.00,0.00,0.00,0.00
271.20,464733.19,860.61,10000.00,0.00,0.00,0.00,0.00
271.30,464819.16,859.76,10000.00,0.00,0.00,0.00,0.00
271.40,464905.05,858.91,10000.00,0.00,0.00,0.00,0.00
271.50,464990.86,858.05,10000.00,0.00,0.00,0.00,0.00
